type	latitude	longitude	altitude (m)	name	desc
T	-22.520385788	-43.187716513	838.3		
T	-22.520826862	-43.188014356	833.2		
T	-22.520967167	-43.188393551	834.3		
T	-22.521006464	-43.189165326	838.0		
T	-22.520868298	-43.189817748	850.2		
T	-22.520653717	-43.190216696	855.0		
T	-22.520193610	-43.190371902	857.6		
T	-22.519888483	-43.190131520	858.4		
T	-22.519649214	-43.189499534	866.4		
T	-22.519666857	-43.188404010	842.5		
T	-22.520014743	-43.187608235	840.1		
T	-22.520708723	-43.186859782	832.9		
T	-22.521541357	-43.186492134	840.4		
T	-22.522428847	-43.186386749	870.3		
T	-22.522974605	-43.186548620	865.3		
T	-22.523339067	-43.187039078	850.3		
T	-22.523384606	-43.187742940	856.5		
T	-22.523323026	-43.188260352	877.0		
T	-22.523056522	-43.188723705	884.0		
T	-22.522644408	-43.189003597	867.9		
T	-22.522122460	-43.189034995	852.3		
T	-22.521597329	-43.188872724	842.9		
T	-22.521399880	-43.188562229	841.1		
T	-22.521388779	-43.188047616	846.9		
T	-22.521656999	-43.187196511	841.8		
T	-22.522177010	-43.186399200	863.4		
T	-22.522757147	-43.185918357	880.9		
T	-22.523526538	-43.185811670	868.3		
T	-22.524122781	-43.185969426	852.5		
T	-22.525011556	-43.186882555	858.0		
T	-22.525987376	-43.188744556	879.2		
T	-22.526532743	-43.190613627	909.7		
T	-22.526600802	-43.191940215	922.7		
T	-22.526604912	-43.192455003	902.9		
T	-22.526404356	-43.192671139	881.6		
T	-22.526078920	-43.192702800	857.7		
T	-22.525514764	-43.192618245	837.5		
T	-22.524833991	-43.192278582	835.4		
T	-22.524081775	-43.191684239	833.4		
T	-22.523570734	-43.190426326	854.7		
T	-22.523565165	-43.189269286	884.7		
T	-22.523831112	-43.188742630	879.5		
T	-22.524513195	-43.188383664	868.0		
T	-22.525271613	-43.188212072	866.5		
T	-22.526118483	-43.188163736	865.0		
T	-22.526883290	-43.188438347	857.3		
T	-22.527740961	-43.189090112	849.8		
T	-22.528304074	-43.189694071	849.3		
T	-22.528514775	-43.190318539	852.0		
T	-22.528442127	-43.190697185	871.0		
T	-22.528187635	-43.191023204	898.8		
T	-22.527738730	-43.191173132	914.3		
T	-22.527038575	-43.191151173	921.9		
T	-22.526248261	-43.190885297	909.7		
T	-22.525424540	-43.190176204	897.3		
T	-22.525008107	-43.188546925	874.6		
T	-22.525145054	-43.187004227	858.7		
T	-22.525448726	-43.186153948	846.7		
T	-22.526387310	-43.185297926	907.9		
T	-22.527515668	-43.184807258	939.5		
T	-22.528380758	-43.184757110	941.3		
T	-22.528813113	-43.185052556	951.3		
T	-22.529078999	-43.185668236	950.4		
T	-22.529249311	-43.186790827	947.6		
T	-22.529221744	-43.187296764	942.3		
T	-22.528997485	-43.187623305	935.6		
T	-22.528637078	-43.187768764	923.0		
T	-22.528019697	-43.187865271	885.8		
T	-22.527339055	-43.187902324	860.6		
T	-22.526966763	-43.187795589	858.0		
T	-22.526843843	-43.187547970	861.4		
T	-22.526972872	-43.187288473	873.0		
T	-22.527406011	-43.186888630	911.8		
T	-22.528199207	-43.186413171	956.2		
T	-22.529210655	-43.185975626	952.3		
T	-22.529801988	-43.185822738	968.4		
T	-22.530158212	-43.185929806	980.5		
T	-22.530370252	-43.186484900	985.3		
T	-22.530486796	-43.187916487	954.6		
T	-22.530348028	-43.189946577	876.9		
T	-22.530122109	-43.191484317	869.9		
T	-22.529864313	-43.192002784	882.6		
T	-22.529480775	-43.191522738	867.3		
T	-22.528926131	-43.190293435	851.4		
T	-22.528791389	-43.189919101	853.5		
T	-22.528687534	-43.188778790	869.5		
T	-22.528942199	-43.187940950	924.6		
T	-22.529170074	-43.187488250	940.1		
T	-22.529626762	-43.187336254	951.5		
T	-22.529989546	-43.187255047	964.5		
T	-22.530289441	-43.187364099	969.8		
T	-22.530598900	-43.187722625	964.1		
T	-22.530663689	-43.188031676	949.4		
T	-22.530843121	-43.188460413	933.2		
T	-22.530845135	-43.188523258	931.2		
T	-22.531822067	-43.189981030	899.1		
T	-22.531589700	-43.190123588	891.0		
T	-22.531177302	-43.190150236	882.8		
T	-22.531110447	-43.189900139	887.9		
T	-22.531105122	-43.189582109	895.5		
T	-22.531267143	-43.189320036	901.8		
T	-22.531673596	-43.188978494	922.1		
T	-22.532133150	-43.188825501	920.9		
T	-22.532478193	-43.188805571	925.6		
T	-22.532775744	-43.188849750	933.2		
T	-22.532909476	-43.189091050	946.8		
T	-22.532990207	-43.189523858	947.1		
T	-22.532897399	-43.190095397	935.3		
T	-22.532755234	-43.190794922	925.0		
T	-22.532543980	-43.191378234	912.6		
T	-22.532313858	-43.191587196	899.6		
T	-22.531964249	-43.191609722	896.1		
T	-22.531607150	-43.191442213	898.1		
T	-22.531246187	-43.191213092	894.9		
T	-22.530978002	-43.190857962	877.6		
T	-22.530883091	-43.190168803	877.6		
T	-22.530976216	-43.189019964	914.0		
T	-22.531251403	-43.188436706	942.3		
T	-22.531883059	-43.187961484	956.8		
T	-22.532509126	-43.187738304	978.8		
T	-22.533210296	-43.187699503	1005.3		
T	-22.533847981	-43.187725484	1008.6		
T	-22.534256039	-43.187949923	998.3		
T	-22.534501637	-43.188308083	988.0		
T	-22.534578167	-43.188738218	985.5		
T	-22.534433478	-43.189305742	982.6		
T	-22.533996339	-43.189832375	975.3		
T	-22.533364621	-43.190127375	938.3		
T	-22.532905244	-43.190284154	932.4		
T	-22.532431932	-43.190189229	925.6		
T	-22.532243371	-43.189950356	921.6		
T	-22.532039343	-43.189461554	911.0		
T	-22.532059472	-43.188264344	936.9		
T	-22.532376541	-43.187309637	984.1		
T	-22.533039083	-43.186528286	1008.3		
T	-22.534161093	-43.186032203	1019.2		
T	-22.535065456	-43.185858297	999.6		
T	-22.535469339	-43.186077207	961.8		
T	-22.535879660	-43.186418444	915.4		
T	-22.536067913	-43.186780405	901.0		
T	-22.536282507	-43.187644136	898.4		
T	-22.536311307	-43.188205832	904.4		
T	-22.536155931	-43.188526754	914.2		
T	-22.535822890	-43.188733143	922.3		
T	-22.535256452	-43.188763677	945.9		
T	-22.534343363	-43.188565022	995.5		
T	-22.533397460	-43.188061651	999.7		
T	-22.531997992	-43.186644436	978.9		
T	-22.530807435	-43.184252119	942.4		
T	-22.530489291	-43.182811084	924.1		
T	-22.530649222	-43.182549198	921.4		
T	-22.531432099	-43.182477857	959.5		
T	-22.533099106	-43.182990426	1019.6		
T	-22.534398274	-43.183852616	1025.5		
T	-22.535645333	-43.184955310	983.4		
T	-22.536184830	-43.185648734	900.8		
T	-22.536569512	-43.186496971	868.9		
T	-22.536864184	-43.187798308	873.7		
T	-22.536955583	-43.188482365	874.1		
T	-22.536932263	-43.189174059	878.5		
T	-22.536658236	-43.189439208	885.3		
T	-22.536095101	-43.189659226	898.6		
T	-22.535243559	-43.189700145	943.5		
T	-22.534384907	-43.189495385	981.6		
T	-22.533742505	-43.189286087	978.2		
T	-22.533434893	-43.188931842	982.1		
T	-22.533537640	-43.188613973	988.1		
T	-22.533872737	-43.188344727	1002.3		
T	-22.534869632	-43.187852161	967.4		
T	-22.536222329	-43.187585072	899.8		
T	-22.536450749	-43.187571529	889.0		
T	-22.537602254	-43.187566886	843.7		
T	-22.538251967	-43.187906358	850.5		
T	-22.538734173	-43.188441618	879.8		
T	-22.538935907	-43.189115447	891.6		
T	-22.538961079	-43.189673625	897.2		
T	-22.538814065	-43.190122529	890.4		
T	-22.538539783	-43.190330026	872.8		
T	-22.538084220	-43.190362242	863.8		
T	-22.537492493	-43.190023284	857.2		
T	-22.536874923	-43.189177193	880.7		
T	-22.536634811	-43.187811463	884.2		
T	-22.536769402	-43.187049650	858.2		
T	-22.537153386	-43.186648566	845.0		
T	-22.538060579	-43.186279277	818.9		
T	-22.539029263	-43.186231973	857.8		
T	-22.539550344	-43.186455913	884.1		
T	-22.539732046	-43.186823049	907.4		
T	-22.539695087	-43.187324153	915.2		
T	-22.539544137	-43.187706038	909.6		
T	-22.539173514	-43.188164420	890.9		
T	-22.538734173	-43.188441618	879.8		
T	-22.538342076	-43.188590939	860.2		
T	-22.537709415	-43.188566874	846.2		
T	-22.537297281	-43.188401461	857.9		
T	-22.537163728	-43.188032108	861.7		
T	-22.537263363	-43.187712311	856.5		
T	-22.537592871	-43.187378952	842.3		
T	-22.538816508	-43.186621531	865.1		
T	-22.539929676	-43.186188836	904.2		
T	-22.540534021	-43.186100115	943.8		
T	-22.540868465	-43.186334434	977.4		
T	-22.541054952	-43.186942563	987.8		
T	-22.541124287	-43.187430757	1023.6		
T	-22.541085988	-43.187861842	1031.6		
T	-22.540880936	-43.188180476	1018.4		
T	-22.540619378	-43.188442391	1005.8		
T	-22.540188061	-43.188654634	987.2		
T	-22.539749530	-43.188623403	949.0		
T	-22.539291683	-43.188281873	898.9		
T	-22.539099555	-43.187794221	883.3		
T	-22.539124815	-43.187168574	882.4		
T	-22.539391761	-43.186778481	890.1		
T	-22.540054004	-43.186494694	916.3		
T	-22.540927589	-43.186455326	981.6		
T	-22.541957254	-43.186590676	1054.4		
T	-22.542822568	-43.186911472	1111.4		
T	-22.543506309	-43.187295700	1119.3		
T	-22.543609284	-43.187711979	1126.1		
T	-22.543563838	-43.187955157	1130.9		
T	-22.543307042	-43.188091698	1130.2		
T	-22.542515790	-43.188262227	1091.3		
T	-22.540890763	-43.188363977	1018.4		
T	-22.539120256	-43.188230105	890.2		
T	-22.537781502	-43.187682108	840.7		
T	-22.537044286	-43.186781056	849.2		
T	-22.536892566	-43.186038066	853.2		
T	-22.536925180	-43.185534660	858.5		
T	-22.537136262	-43.185145886	851.6		
T	-22.537758335	-43.184847641	816.5		
T	-22.539021144	-43.184782664	830.0		
T	-22.539248916	-43.184772656	834.7		
T	-22.540881991	-43.185343731	948.0		
T	-22.542208399	-43.186151134	1059.0		
T	-22.543042836	-43.186898795	1114.6		
T	-22.543440595	-43.187360229	1122.9		
T	-22.543507298	-43.187898261	1130.8		
T	-22.543441662	-43.188506813	1121.0		
T	-22.543006721	-43.189144583	1070.9		
T	-22.542287256	-43.189565838	1026.9		
T	-22.541457769	-43.189678118	1014.8		
T	-22.540889645	-43.189407793	1014.1		
T	-22.540589094	-43.188996437	1007.6		
T	-22.540503413	-43.188326647	999.3		
T	-22.540704405	-43.187823355	1001.0		
T	-22.541016981	-43.187436742	1011.0		
T	-22.541548054	-43.187100784	1039.6		
T	-22.542663103	-43.186919979	1107.4		
T	-22.543823806	-43.186837714	833.8		
T	-22.544366136	-43.186991021	831.9		
T	-22.544722276	-43.187281813	842.9		
T	-22.544837515	-43.187648237	860.3		
T	-22.544712519	-43.187964035	882.7		
T	-22.544330675	-43.188161299	1030.1		
T	-22.543799074	-43.188242943	1128.4		
T	-22.543159794	-43.188282439	1119.6		
T	-22.542775617	-43.188124588	1108.6		
T	-22.542529296	-43.187593916	1104.2		
T	-22.542615392	-43.187104595	1110.0		
T	-22.542928710	-43.186723083	1104.7		
T	-22.543783279	-43.186462359	815.4		
T	-22.544311350	-43.186429906	801.8		
T	-22.544659081	-43.186535019	803.6		
T	-22.544952300	-43.186893822	815.7		
T	-22.545359145	-43.187556227	832.6		
T	-22.545585545	-43.188408785	870.8		
T	-22.545568351	-43.188958507	936.2		
T	-22.545324677	-43.188969060	984.6		
T	-22.544518319	-43.188868552	1036.7		
T	-22.543229178	-43.188520506	1112.3		
T	-22.542501106	-43.188020102	1095.8		
T	-22.542209803	-43.187612551	1085.0		
T	-22.542248107	-43.187245859	1086.3		
T	-22.542503811	-43.186928233	1102.7		
T	-22.543118020	-43.186586625	1071.4		
T	-22.544484731	-43.186167436	785.4		
T	-22.545521147	-43.185853689	754.2		
T	-22.546466701	-43.185785218	677.6		
T	-22.547069073	-43.186130171	664.5		
T	-22.547203427	-43.186506891	705.2		
T	-22.547187313	-43.187012738	744.0		
T	-22.546941313	-43.187590297	784.2		
T	-22.546584789	-43.187859348	810.1		
T	-22.546170306	-43.188006305	832.8		
T	-22.545762230	-43.187967277	837.2		
T	-22.545474464	-43.187673831	834.2		
T	-22.545244602	-43.187251823	823.5		
T	-22.545241417	-43.186814213	801.7		
T	-22.545290005	-43.186309346	780.9		
T	-22.545641414	-43.185972406	751.1		
T	-22.546270115	-43.185800148	699.9		
T	-22.546841126	-43.185759476	639.1		
T	-22.547190050	-43.186058814	646.7		
T	-22.547319359	-43.186626445	712.9		
T	-22.547295288	-43.187320142	765.2		
T	-22.547168605	-43.188075409	807.8		
T	-22.547052974	-43.188205204	817.2		
T	-22.546639576	-43.188228011	828.1		
T	-22.546229820	-43.187941100	826.9		
T	-22.545826417	-43.187467197	818.3		
T	-22.545533528	-43.186734022	788.6		
T	-22.545584307	-43.186354489	767.2		
T	-22.545821781	-43.186150449	746.2		
T	-22.546128081	-43.186003453	724.0		
T	-22.546580262	-43.185970298	685.4		
T	-22.547130454	-43.186062460	651.6		
T	-22.547627258	-43.186354139	679.2		
T	-22.547891568	-43.186719830	717.7		
T	-22.547934105	-43.187095185	742.1		
T	-22.547806674	-43.187478137	770.3		
T	-22.547630578	-43.187737661	781.8		
T	-22.547401016	-43.187813143	788.8		
T	-22.547058316	-43.187583601	782.7		
T	-22.546716896	-43.186914695	750.5		
T	-22.546545887	-43.185456816	640.7		
T	-22.546714239	-43.184351778	588.0		
T	-22.547002725	-43.184011852	573.3		
T	-22.547353930	-43.183926371	560.7		
T	-22.547709189	-43.184034506	557.2		
T	-22.548007052	-43.184275197	557.2		
T	-22.548250991	-43.184711354	561.1		
T	-22.548315300	-43.185093310	557.5		
T	-22.548318062	-43.185798779	588.3		
T	-22.548062678	-43.186772762	722.7		
T	-22.547809536	-43.187353034	762.7		
T	-22.547462498	-43.187560732	778.2		
T	-22.547357167	-43.187191190	755.7		
T	-22.547378461	-43.186622965	711.6		
T	-22.547584247	-43.186164634	642.9		
T	-22.547822629	-43.186022613	633.9		
T	-22.548042963	-43.186138356	649.9		
T	-22.548386491	-43.186436198	685.5		
T	-22.548521803	-43.186935294	725.8		
T	-22.548587237	-43.187681879	752.4		
T	-22.548557227	-43.188670874	805.3		
T	-22.548487357	-43.189469604	863.4		
T	-22.548329035	-43.190635799	914.3		
T	-22.548141391	-43.191182683	941.1		
T	-22.547835850	-43.191489715	964.8		
T	-22.547526091	-43.191435438	985.2		
T	-22.547350836	-43.191144425	977.2		
T	-22.547389601	-43.190616477	950.5		
T	-22.547479639	-43.189955827	921.4		
T	-22.547656460	-43.189581945	908.4		
T	-22.547881671	-43.189385494	885.2		
T	-22.548157025	-43.189307020	863.8		
T	-22.548487357	-43.189469604	863.4		
T	-22.548765271	-43.189757780	870.4		
T	-22.549004059	-43.190233320	885.7		
T	-22.549053078	-43.190652750	889.2		
T	-22.549066214	-43.191139097	902.9		
T	-22.548974610	-43.191512861	913.9		
T	-22.548835174	-43.191953205	913.8		
T	-22.548572059	-43.192336272	924.0		
T	-22.548067105	-43.192784227	935.3		
T	-22.547600728	-43.192920599	961.8		
T	-22.547051585	-43.192898321	965.3		
T	-22.546640564	-43.192494936	962.9		
T	-22.546156802	-43.191345164	1008.2		
T	-22.546085702	-43.190426323	1028.1		
T	-22.546479422	-43.189638121	939.9		
T	-22.546983743	-43.189377610	875.0		
T	-22.547659868	-43.189337991	888.4		
T	-22.548044085	-43.189496872	877.5		
T	-22.548322193	-43.189845685	888.9		
T	-22.548441773	-43.190387207	901.0		
T	-22.548605559	-43.191041120	925.8		
T	-22.548762277	-43.191830452	922.1		
T	-22.548832492	-43.192457373	898.6		
T	-22.548809147	-43.192834732	890.9		
T	-22.548400039	-43.193090729	911.0		
T	-22.547345093	-43.193305253	952.6		
T	-22.545738985	-43.193388510	912.2		
T	-22.544510687	-43.193172551	912.8		
T	-22.543865031	-43.192775558	913.8		
T	-22.543670599	-43.192410785	917.4		
T	-22.543759412	-43.192090246	923.3		
T	-22.543957885	-43.191762707	935.0		
T	-22.544556689	-43.191536647	948.7		
T	-22.545407400	-43.191343316	980.1		
T	-22.545622414	-43.191327316	986.8		
T	-22.546423525	-43.191443745	1015.8		
T	-22.547121772	-43.191952370	999.4		
T	-22.547450574	-43.192611942	971.5		
T	-22.547526441	-43.193421542	937.3		
T	-22.547456008	-43.193866470	937.5		
T	-22.547251185	-43.194247135	940.1		
T	-22.546785558	-43.194775898	932.6		
T	-22.546162521	-43.195208205	915.2		
T	-22.544928126	-43.195518847	881.3		
T	-22.543683552	-43.195420028	879.9		
T	-22.542683293	-43.194619037	879.9		
T	-22.542615376	-43.194375535	874.8		
T	-22.541675802	-43.192746118	892.5		
T	-22.541459888	-43.192003630	904.9		
T	-22.541543019	-43.191556052	923.1		
T	-22.541759473	-43.191416189	924.0		
T	-22.542378037	-43.191377294	926.8		
T	-22.542766245	-43.191408992	939.0		
T	-22.543941823	-43.191574513	945.5		
T	-22.544295720	-43.191742827	939.3		
T	-22.545364159	-43.192098971	954.8		
T	-22.546415340	-43.192896660	950.5		
T	-22.547105630	-43.193699813	946.9		
T	-22.547492717	-43.194818301	891.5		
T	-22.547624402	-43.195863534	842.3		
T	-22.547460310	-43.196294257	841.0		
T	-22.546884566	-43.196614262	862.2		
T	-22.545098655	-43.196978256	891.5		
T	-22.543144408	-43.197102288	965.8		
T	-22.540871741	-43.196806058	987.9		
T	-22.539048082	-43.196239170	931.1		
T	-22.537942137	-43.195713672	924.9		
T	-22.537581912	-43.195364820	918.0		
T	-22.537509496	-43.195057796	912.2		
T	-22.537662873	-43.194680756	910.0		
T	-22.538052647	-43.194465929	911.2		
T	-22.539183656	-43.194158057	892.0		
T	-22.540264727	-43.194030534	878.7		
T	-22.542204304	-43.194091717	873.3		
T	-22.543302810	-43.194516805	875.3		
T	-22.544257679	-43.195744926	882.5		
T	-22.544748270	-43.196869073	900.0		
T	-22.544894818	-43.197772106	908.9		
T	-22.544905324	-43.198074039	914.1		
T	-22.544730187	-43.198248342	924.7		
T	-22.544312990	-43.198295347	965.0		
T	-22.543168528	-43.198267285	1012.7		
T	-22.541378669	-43.198105985	1002.0		
T	-22.540032829	-43.197681487	924.0		
T	-22.539091378	-43.197011556	912.1		
T	-22.538893294	-43.196512158	920.9		
T	-22.538863385	-43.195944135	933.8		
T	-22.539189708	-43.195616151	930.3		
T	-22.540025166	-43.195198688	915.5		
T	-22.541607375	-43.194805284	891.1		
T	-22.543478449	-43.194629747	874.3		
T	-22.544514080	-43.194995138	875.6		
T	-22.544982550	-43.195513357	881.8		
T	-22.545182257	-43.196179503	882.5		
T	-22.545203675	-43.196729102	886.4		
T	-22.544930934	-43.197164848	898.1		
T	-22.544188953	-43.197371320	925.8		
T	-22.542464621	-43.197190718	988.1		
T	-22.540575943	-43.196409476	970.8		
T	-22.538690083	-43.194618892	903.5		
T	-22.537727037	-43.192453338	877.9		
T	-22.537538513	-43.190960499	864.2		
T	-22.537679893	-43.190324870	860.0		
T	-22.537903236	-43.190185775	860.5		
T	-22.538245890	-43.190162387	865.8		
T	-22.539005044	-43.190545993	900.0		
T	-22.539824605	-43.191226149	933.6		
T	-22.540321740	-43.191950438	904.2		
T	-22.540483750	-43.192704092	882.7		
T	-22.540388450	-43.193084723	880.4		
T	-22.540059563	-43.193355642	880.4		
T	-22.539168755	-43.193847718	890.8		
T	-22.537935635	-43.194410606	909.7		
T	-22.536629905	-43.194710745	882.0		
T	-22.535356372	-43.194754607	853.7		
T	-22.534708987	-43.194327395	889.3		
T	-22.534463268	-43.193958713	907.6		
T	-22.534441416	-43.193452216	917.5		
T	-22.534775044	-43.193177825	913.1		
T	-22.535455170	-43.193090011	892.0		
T	-22.536209599	-43.193242892	865.7		
T	-22.536748434	-43.193659217	863.7		
T	-22.537239233	-43.194225456	886.1		
T	-22.537329490	-43.194890446	907.4		
T	-22.537245885	-43.195516163	912.5		
T	-22.537041937	-43.196036345	909.5		
T	-22.536341075	-43.197062272	880.6		
T	-22.535948251	-43.197361535	862.2		
T	-22.535200094	-43.197558039	845.7		
T	-22.534251665	-43.197178005	848.5		
T	-22.533950512	-43.196869238	853.9		
T	-22.533334418	-43.196149577	866.9		
T	-22.532926023	-43.195184385	847.4		
T	-22.532832423	-43.194493766	844.3		
T	-22.533046210	-43.194032757	850.3		
T	-22.533516765	-43.193857144	872.1		
T	-22.534738892	-43.193619299	911.5		
T	-22.535951909	-43.193892829	854.3		
T	-22.536488539	-43.194238045	858.8		
T	-22.536754181	-43.194879606	893.8		
T	-22.536772654	-43.195255806	898.1		
T	-22.536577675	-43.195954371	896.4		
T	-22.536254837	-43.196513176	871.9		
T	-22.535463159	-43.196962487	852.8		
T	-22.534421386	-43.197107376	844.0		
T	-22.533272868	-43.196942443	883.5		
T	-22.532612761	-43.196548903	896.5		
T	-22.531991913	-43.196044400	880.2		
T	-22.531670633	-43.195499648	867.8		
T	-22.531581562	-43.195073804	856.2		
T	-22.531674786	-43.194692943	850.8		
T	-22.531959452	-43.194548660	848.1		
T	-22.532660452	-43.194568804	843.7		
T	-22.533806277	-43.195249274	844.1		
T	-22.534670600	-43.196269313	844.2		
T	-22.535023122	-43.197507651	844.2		
T	-22.535047214	-43.198014388	843.7		
T	-22.534930971	-43.198994181	869.0		
T	-22.534620228	-43.199623629	882.6		
T	-22.534228379	-43.199979506	874.8		
T	-22.533458161	-43.200095088	841.4		
T	-22.532504706	-43.199788600	840.0		
T	-22.531349675	-43.198983226	851.5		
T	-22.529973081	-43.197431470	832.7		
T	-22.529214443	-43.196465849	835.2		
T	-22.529067395	-43.195901970	835.6		
T	-22.529236806	-43.195563952	842.6		
T	-22.529531556	-43.195344498	853.2		
T	-22.530132395	-43.195158179	865.8		
T	-22.530823965	-43.194988207	863.4		
T	-22.531458863	-43.195021922	856.6		
T	-22.531833909	-43.195301818	861.4		
T	-22.531913370	-43.195740177	872.2		
T	-22.531825519	-43.196110848	885.6		
T	-22.531556152	-43.196436067	890.3		
T	-22.530605696	-43.196999041	849.7		
T	-22.529607039	-43.197202493	832.4		
T	-22.528716572	-43.197136854	837.2		
T	-22.527797662	-43.196562615	835.6		
T	-22.526746617	-43.195473795	851.8		
T	-22.525993504	-43.194561305	853.1		
T	-22.525952903	-43.194126271	841.3		
T	-22.526116380	-43.193926115	837.1		
T	-22.526584518	-43.193767952	840.6		
T	-22.527346622	-43.193625882	884.8		
T	-22.528025666	-43.193499391	910.6		
T	-22.528515922	-43.193650115	918.3		
T	-22.528817090	-43.194016063	912.6		
T	-22.528819277	-43.194670014	880.6		
T	-22.528635374	-43.195283016	843.6		
T	-22.528227157	-43.195705077	833.8		
T	-22.527646011	-43.195935303	833.0		
T	-22.527055978	-43.195840563	846.2		
T	-22.526457141	-43.195488724	856.6		
T	-22.526101302	-43.195052254	866.5		
T	-22.525845357	-43.194127887	843.8		
T	-22.525860222	-43.193623123	834.4		
T	-22.526335072	-43.193265745	851.2		
T	-22.527349431	-43.193168693	900.5		
T	-22.528450084	-43.193334084	928.9		
T	-22.529227282	-43.193727138	922.2		
T	-22.529529521	-43.194222886	908.5		
T	-22.529601349	-43.194601804	894.3		
T	-22.529474639	-43.195015101	867.8		
T	-22.529114879	-43.195442898	846.1		
T	-22.528703122	-43.195735836	836.5		
T	-22.527941803	-43.195915338	831.4		
T	-22.526823705	-43.195852852	850.2		
T	-22.525952728	-43.195372854	871.6		
T	-22.525376602	-43.194649196	871.1		
T	-22.524984683	-43.193803020	847.0		
T	-22.525055604	-43.193097791	835.7		
T	-22.525453568	-43.192557475	837.9		
T	-22.526343810	-43.191963203	907.3		
T	-22.527662594	-43.191550416	935.0		
T	-22.528761512	-43.191615394	909.8		
T	-22.529144842	-43.192093048	919.5		
T	-22.529265058	-43.192893286	939.3		
T	-22.528935014	-43.194007671	913.3		
T	-22.528220432	-43.195578120	835.3		
T	-22.527391722	-43.196716531	837.7		
T	-22.526394414	-43.197592623	867.1		
T	-22.525505511	-43.198155289	929.8		
T	-22.524496785	-43.198317841	961.7		
T	-22.523711870	-43.198255355	963.4		
T	-22.523205850	-43.197854522	958.0		
T	-22.522808364	-43.197253613	960.6		
T	-22.522639192	-43.196444054	944.1		
T	-22.522664563	-43.195443767	915.4		
T	-22.522980847	-43.195049716	897.9		
T	-22.523610818	-43.194888336	889.6		
T	-22.524920661	-43.194996797	883.9		
T	-22.525792093	-43.195505096	875.4		
T	-22.526262835	-43.196331224	854.3		
T	-22.526356261	-43.196961901	855.1		
T	-22.526090610	-43.197288079	871.0		
T	-22.525649521	-43.197841654	915.4		
T	-22.524800178	-43.198420684	964.4		
T	-22.523463904	-43.198895470	971.2		
T	-22.522037618	-43.199002707	969.3		
T	-22.520778031	-43.198445716	970.3		
T	-22.519311834	-43.197030857	960.0		
T	-22.518409050	-43.195709119	933.5		
T	-22.518446758	-43.195083145	910.4		
T	-22.518796325	-43.194756662	884.8		
T	-22.519697678	-43.194521712	866.0		
T	-22.521146364	-43.194295268	882.2		
T	-22.521953514	-43.194428201	885.9		
T	-22.522352392	-43.194909108	887.6		
T	-22.522576347	-43.195696419	923.0		
T	-22.522218674	-43.196932636	921.5		
T	-22.521656123	-43.197902199	951.0		
T	-22.520753909	-43.198688291	978.9		
T	-22.520178193	-43.198848766	989.0		
T	-22.519129734	-43.198583619	956.9		
T	-22.517556130	-43.197512158	929.1		
T	-22.517156928	-43.197072166	937.2		
T	-22.514896712	-43.195018081	890.6		
T	-22.514057657	-43.193994602	849.5		
T	-22.514073756	-43.193596950	861.2		
T	-22.514266843	-43.193386425	866.6		
T	-22.514882017	-43.193215790	877.9		
T	-22.516362040	-43.193172336	902.3		
T	-22.518120655	-43.193268929	864.7		
T	-22.518912665	-43.193543558	861.8		
T	-22.519247383	-43.194101640	868.6		
T	-22.519246852	-43.194802773	875.9		
T	-22.518903978	-43.195996200	936.4		
T	-22.518502729	-43.196774044	957.7		
T	-22.517949403	-43.197339468	941.1		
T	-22.517504220	-43.197446709	929.8		
T	-22.516641884	-43.197119652	935.1		
T	-22.515889462	-43.196657952	934.8		
T	-22.515067619	-43.195696401	911.4		
T	-22.514651677	-43.195165248	888.5		
T	-22.514505113	-43.194736482	866.5		
T	-22.514743300	-43.194460082	865.1		
T	-22.515268893	-43.194286722	883.8		
T	-22.516318462	-43.194265445	907.2		
T	-22.517300804	-43.194459136	905.4		
T	-22.517719360	-43.194741748	917.9		
T	-22.517938939	-43.195366404	930.2		
T	-22.517950441	-43.196296233	955.6		
T	-22.517518828	-43.196981574	942.3		
T	-22.517056138	-43.197421942	927.2		
T	-22.516381514	-43.197579831	933.2		
T	-22.515542565	-43.197526886	923.1		
T	-22.514766984	-43.197138101	914.8		
T	-22.514048242	-43.196518736	877.0		
T	-22.513890602	-43.196275939	865.9		
T	-22.513520032	-43.194618369	841.1		
T	-22.513904224	-43.193539320	864.5		
T	-22.514424498	-43.193118817	871.0		
T	-22.515499734	-43.192968745	900.7		
T	-22.516306790	-43.193305198	904.2		
T	-22.516562485	-43.193742342	898.8		
T	-22.516638107	-43.194566970	909.4		
T	-22.516328823	-43.195533326	932.2		
T	-22.515711842	-43.197061334	929.9		
T	-22.515153918	-43.197892534	905.0		
T	-22.514705846	-43.198260769	898.5		
T	-22.514100399	-43.198499077	899.0		
T	-22.513492890	-43.198540513	896.8		
T	-22.513057355	-43.198376037	889.2		
T	-22.512459569	-43.198279244	844.8		
T	-22.512253056	-43.197902283	839.6		
T	-22.512561765	-43.197681989	850.0		
T	-22.513204689	-43.197363739	855.7		
T	-22.514349064	-43.197053198	901.4		
T	-22.514896807	-43.197126356	915.6		
T	-22.515181467	-43.197485006	916.5		
T	-22.515138340	-43.198096843	900.8		
T	-22.515048501	-43.198815057	900.9		
T	-22.514765099	-43.199261788	910.5		
T	-22.514333665	-43.199531714	922.1		
T	-22.513600601	-43.199612366	914.2		
T	-22.512791428	-43.199394979	873.1		
